	EC	DSI1	DSI2	DSI3	DSI4	DSI5	DSI6	DSI7	DSI8	DSI9	DSI10	DSI11	DSI12	DSI13	DSI14	DSI15	DSI16	DSI17	DSI18	DSI19	DSI20	DSI21	DSI22	DSI23	DSI24	DSI25	DSI26	DSI27	DSI28	DSI29	DSI30	DSI31	DSI32	DSI33	DSI34	DSI35	DSI36	DSI37	DSI38	DSI39	DSI40
33	congress	0	0	2	1	0	0	0	2	3	0	1	1	0	0	4	1	1	1	0	2	0	0	0	0	1	3	0	0	1	4	0	0	3	0	2	0	1	0	0	2
34	conservative	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
35	construction	0	0	1	0	0	0	0	1	3	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
36	cost	0	2	1	1	1	0	0	2	6	0	1	1	0	0	5	0	0	2	2	0	3	1	0	3	7	0	0	0	0	11	0	1	0	0	1	0	0	0	0	1
37	democracy	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	democraticParty	0	0	0	0	2	0	0	1	2	14	1	1	1	0	2	0	4	4	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	5	0	0	0	10	3
39	domesticSecurity	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	20	0	0	0	4	0	0	3	0	0	0	0	4	0	0
40	economy	0	0	1	0	0	0	2	1	3	0	0	0	0	0	0	0	3	0	3	0	2	0	0	1	3	0	0	0	2	0	1	5	1	0	1	0	0	0	0	0
41	election	0	0	1	0	0	0	0	0	2	0	3	0	5	7	0	0	5	0	1	0	2	7	1	0	1	4	0	0	0	0	0	3	0	0	1	0	0	0	0	1
42	email	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	30	1	0	1	0	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0
43	emergencyStay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
44	energy	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14	8	11	0	0	10	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
45	entryIntoUS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
46	environment	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	7	3	0	0	0	7	1	0	0	5	0	2	0	1	1	0	0	0	0	0	0	0
47	environmentalRegulation	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
48	executiveOrder	0	0	2	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	18	9	3	10	11	0	1	0	0	0	8	0	4	0	0	0	0
49	filibuster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
50	foreignAid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
51	foreignCountry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52	foreigner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
53	freeTrade	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	government	2	0	2	0	3	0	0	0	4	0	0	3	1	9	4	2	4	2	2	0	1	0	0	0	5	4	1	1	0	3	1	0	2	0	1	2	3	0	0	0
55	hack	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	healthcare	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	32	0	0	0	0	0	0	2	0	0	2	0	0	0	0	9
57	hillaryClinton	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	hiringFreeze	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	houseRepublican	0	0	0	6	0	0	1	1	1	10	0	6	0	0	0	0	2	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	8	0	0	0	1	0
60	immigrant	4	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	immigration	5	0	2	0	1	0	0	2	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
62	intelligenceAgency	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	2	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	internetHistory	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	18	0	0	0	0	0	0	0	2	0	0	0
64	internetUser	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
65	jobs	0	0	2	0	0	0	8	3	3	0	0	0	0	3	0	0	2	0	6	0	0	0	0	3	11	1	0	5	0	0	1	0	1	0	1	6	4	0	0	0
66	keystonePipeline	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	korea	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0
68	kremlinElectionInvolvement	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	lawfulRestriction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
70	legislation	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
71	markFields	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	media	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	mexico	0	0	1	0	0	0	11	4	0	0	0	0	0	1	4	0	5	5	1	0	0	0	0	0	0	0	0	0	0	6	1	0	2	0	0	0	1	0	0	0
74	middleEasternCountries	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0
75	mikhailKulagin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	militaryAction	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0
77	missile	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
78	money	0	0	4	0	7	3	0	0	11	0	0	4	0	1	8	0	1	4	0	0	0	0	0	0	1	0	0	0	0	4	0	1	1	0	0	0	0	1	0	3
79	moscow	0	1	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	northKorea	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
81	nuclearTesting	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
82	parisAccord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
83	president	14	14	1	16	10	26	13	13	8	17	18	12	31	83	11	1	36	9	26	17	18	27	24	18	81	37	5	11	6	13	2	10	9	16	6	4	11	4	3	27
84	publicSafety	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0
85	reform	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
86	refugees	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
87	regulation	3	0	2	1	1	1	5	5	8	0	1	0	0	4	0	0	4	0	7	8	2	1	0	12	3	0	0	7	6	0	0	6	1	0	0	0	2	3	4	1
88	repealAndReplace	0	0	1	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
89	republican	0	1	0	2	1	0	1	3	1	2	0	4	1	0	4	1	1	7	1	0	1	8	0	0	8	0	0	1	0	1	0	0	0	0	12	0	0	0	10	3
90	republicanLawmakers	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	republicanLeaders	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
92	restriction	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
93	russia	0	4	0	0	0	0	0	0	0	0	5	0	14	0	0	0	0	0	0	0	0	15	2	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	russian	0	1	0	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	6	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	sanction	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
96	secretary	0	0	2	0	1	1	0	1	1	0	0	0	1	3	0	2	0	1	0	0	1	0	0	1	5	0	18	1	1	1	1	0	0	1	0	1	0	2	0	0
97	senateRule	0	0	0	1	0	0	0	0	0	3	1	4	1	0	0	1	1	2	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	2	0	0	0	0	12	1
98	smallBusinessCommunity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
99	smallBusinessConfidence	0	0	0	4	0	2	3	2	2	0	0	0	3	16	0	2	0	0	6	0	1	0	2	0	14	0	0	0	0	0	4	23	0	0	1	0	0	0	0	6
100	smallBusinessConfidenceIndex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
101	supremeCourt	1	0	3	0	0	0	0	0	0	38	0	0	0	3	0	4	0	1	0	3	1	0	0	0	5	3	3	1	0	1	0	0	0	10	0	0	0	0	34	0
102	tariff	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
103	taxBreak	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
104	terrorist	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
105	tradeDeficit	1	0	1	2	1	0	6	5	0	0	0	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0	1	0	0	47	1	2	0	0	0	15	0	0	2
106	tradingPartners	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
107	transPacificPartnership	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
108	travelBan	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21	0	0	0	0	3	0
109	tweet	0	3	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	1	0	0	3	0	2	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0
110	twitter	0	2	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0
111	unitedStates	2	6	3	0	0	1	0	1	1	0	0	0	0	2	1	0	1	1	2	0	13	2	1	2	9	1	4	1	0	1	0	2	3	1	0	0	2	2	0	0
112	vladimirPutin	0	3	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	wall	0	0	1	0	0	0	0	2	0	0	0	0	0	0	21	0	1	15	0	0	0	0	0	0	2	0	0	0	0	7	1	0	5	0	0	0	0	0	0	0
114	war	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	washington	0	0	4	0	1	0	0	0	1	0	3	0	1	4	1	1	0	0	1	0	2	0	0	0	3	3	0	0	0	0	1	0	1	1	1	0	0	4	0	0
116	whiteHouse	0	1	2	2	0	0	0	0	0	0	0	2	0	2	0	0	1	0	1	2	1	1	0	3	11	3	0	1	1	1	3	0	1	1	2	1	2	0	0	2
